17,5,17,13,31,30,10,34,4
6,35,4,22,3,7,3,25,22
10,4,30,1,3,16,17,21,21
39,24,1,16,5,3,6,20,8
5,9,8,19,12,15,5,21,8
4,12,22,23,11,34,28,18,1
6,39,6,11,1,20,14,1,5
14,27,32,11,25,14,30,11,14
5,37,8,30,13,26,13,11,18
37,2,19,15,22,20,6,14,6
34,17,6,14,5,20,8,19,14
30,33,11,18,7,23,8,34,14
15,26,27,15,17,24,18,6,11
4,37,30,29,31,12,31,23,3
28,18,31,27,19,10,4,11,26
24,6,12,17,16,3,8,28,17
8,11,1,19,11,3,31,2,8
38,14,1,3,31,9,31,15,14
35,7,2,18,2,32,22,3,12
17,33,8,25,16,12,1,7,22
10,31,2,19,24,6,5,31,14
20,39,15,11,14,19,10,31,5
21,7,17,14,20,23,19,34,19
4,20,6,12,12,11,16,7,22
22,33,14,15,23,28,7,10,16
13,31,10,8,26,27,30,31,23
33,19,23,8,23,20,5,19,2
32,22,14,30,27,21,32,19,19
3,15,17,10,34,11,16,13,23
11,28,12,10,2,1,8,20,18
25,21,7,2,25,30,12,1,8
5,22,31,8,2,25,19,11,2
39,2,11,9,4,14,30,19,19
3,35,32,5,32,5,26,19,25
12,3,21,11,12,7,28,10,5
13,20,1,28,17,16,9,29,4
28,6,18,6,22,26,26,10,8
13,15,28,11,28,29,3,27,7
18,21,3,6,31,34,22,16,26
35,31,30,28,27,8,19,34,8
6,2,28,4,23,12,3,29,7
24,23,1,14,24,3,21,13,26
30,23,5,9,24,33,13,30,14
35,12,31,33,19,32,1,12,10
8,29,21,13,23,33,19,28,26
7,9,23,18,23,5,28,19,8
3,14,9,1,12,22,6,27,26
10,3,2,30,6,3,24,9,3
11,2,9,12,31,28,33,26,19
23,4,2,5,9,11,2,7,15
23,11,30,3,16,17,24,24,26
12,28,25,12,17,12,27,19,14
34,19,16,33,31,19,16,7,17
1,34,14,12,7,17,27,20,24
2,39,1,24,3,20,24,29,5
21,38,27,30,29,10,28,3,11
14,16,6,9,12,22,21,26,24
33,27,14,14,22,19,11,26,20
28,8,33,2,27,21,34,20,11
19,13,17,5,16,27,30,19,26
24,3,10,1,29,22,1,25,6
24,23,28,1,30,25,16,11,5
6,20,23,29,32,24,2,11,12
26,4,1,8,31,9,1,16,10
8,25,19,12,34,30,22,23,2
23,38,18,31,7,22,28,14,13
1,11,15,24,3,2,23,20,8
21,7,13,23,15,34,18,21,7
22,21,11,20,31,1,18,26,22
38,32,27,32,27,34,4,15,13
34,6,8,33,12,17,14,22,11
35,17,17,15,30,31,30,21,18
21,18,28,6,6,13,10,31,23
15,14,13,4,4,20,8,22,15
16,23,10,6,7,5,11,26,13
14,38,5,17,32,25,28,20,3
28,25,21,24,29,9,20,30,17
19,24,6,24,22,6,19,33,3
1,38,15,9,1,4,30,1,2
16,12,1,25,11,28,4,1,19
37,25,16,17,11,4,27,18,17
34,2,18,24,3,5,23,31,5
6,35,12,28,6,25,4,2,10
10,18,31,32,31,11,23,1,23
14,32,27,19,15,26,32,32,19
30,18,5,17,7,29,4,13,13
34,5,14,4,5,23,23,2,23
35,10,30,1,25,16,12,32,18
12,15,29,12,15,28,15,15,11
22,38,32,18,17,3,30,12,25
39,26,29,3,23,30,34,25,25
34,17,25,25,17,21,34,21,12
6,6,34,29,34,31,7,5,5
28,1,32,27,29,32,7,14,20
26,39,23,30,26,29,7,23,9
34,14,34,12,6,16,33,20,4
31,18,19,22,34,6,17,24,6
30,19,17,25,21,21,19,10,16
20,21,19,8,34,2,28,20,4
33,13,11,9,7,27,15,15,19
11,26,5,11,1,1,12,25,2
12,39,11,17,31,7,11,31,17
10,1,10,1,29,27,23,22,6
11,24,16,16,10,24,33,16,23
22,16,18,21,28,21,3,1,19
39,37,3,14,2,34,9,32,23
10,22,16,24,19,6,7,17,2
33,32,32,20,10,29,1,5,15
19,21,23,12,17,23,23,7,3
3,30,25,19,21,15,11,31,20
3,35,17,18,9,33,17,9,19
19,17,15,15,24,8,3,1,14
9,5,29,33,31,26,1,33,8
1,10,25,30,5,18,15,6,13
32,24,4,25,3,25,19,6,8
36,19,32,8,13,25,1,26,20
28,1,29,15,15,34,12,9,5
7,38,24,11,5,12,29,8,12
7,10,24,21,4,17,20,1,17
12,31,28,9,12,18,24,28,26
11,21,22,15,34,25,3,5,25
35,17,12,7,33,8,9,3,25
18,9,16,33,24,1,1,19,25
8,3,25,33,17,31,2,33,10
13,3,5,9,27,18,18,27,21
39,27,19,10,6,1,1,25,17
25,23,20,8,21,3,34,9,10
20,32,17,4,4,2,13,6,14
8,12,18,11,25,8,32,15,25
9,26,1,26,31,34,9,10,7
10,17,24,34,20,9,20,2,6
38,25,16,28,34,5,5,5,7
18,16,29,18,28,2,32,25,10
3,16,32,33,13,2,22,14,18
11,4,31,3,4,27,7,15,20
26,13,2,21,11,25,21,9,7
30,19,15,14,23,17,27,20,8
38,25,4,33,7,6,1,28,22
39,32,29,25,11,10,8,3,19
14,17,30,30,21,20,20,32,16
36,18,1,20,19,2,7,27,5
26,20,19,30,26,5,11,20,19
31,12,7,9,32,2,30,3,8
1,9,30,24,10,26,1,34,19
30,4,6,34,26,3,20,23,11
32,24,16,4,31,28,33,11,10
20,19,11,31,10,27,17,30,8
15,11,29,19,18,32,7,27,1
26,8,26,29,18,21,27,25,4
27,30,9,10,34,27,6,11,20
32,11,27,27,26,2,5,34,2
32,7,7,24,1,13,13,8,13
26,15,26,23,14,23,20,1,18
26,15,6,32,16,1,10,5,3
17,8,14,24,3,7,25,22,6
3,31,22,21,12,3,28,20,18
8,27,22,26,11,11,3,28,21
25,13,12,34,33,16,15,5,7
29,32,34,31,4,33,7,12,11
6,17,27,12,33,29,1,33,21
14,21,20,11,32,2,16,11,10
2,19,18,7,4,5,24,15,1
12,25,1,21,1,21,21,23,17
2,29,26,31,16,10,25,32,17
25,18,25,29,16,19,7,16,11
16,25,17,31,31,10,9,10,6
24,16,17,26,9,31,20,25,20
4,8,15,14,31,8,16,28,20
32,4,1,19,6,2,32,16,24
27,34,19,33,15,15,4,22,11
26,22,7,5,16,28,30,14,3
21,35,11,14,28,28,15,28,24
24,9,30,9,32,1,2,9,5
29,34,4,18,23,26,13,29,8
19,24,5,2,23,15,23,23,9
31,26,27,7,5,11,33,33,25
9,31,12,27,22,29,27,11,21
35,34,33,5,32,8,7,32,22
23,36,17,4,6,34,6,14,2
16,6,14,19,27,8,18,24,7
17,19,30,33,9,8,24,12,22
4,9,11,7,5,30,4,4,11
8,34,22,10,21,21,6,26,21
36,27,31,2,15,23,10,18,23
38,7,10,23,18,10,12,31,3
38,6,1,16,2,6,29,4,15
27,26,15,4,20,24,17,1,7
25,7,2,6,30,24,2,27,24
1,22,3,7,31,28,12,21,19
27,4,29,24,4,5,22,12,14
11,29,9,16,26,33,12,1,23
32,11,13,18,8,7,6,29,10
5,32,8,12,21,8,1,31,15
18,12,13,25,5,32,15,1,21
8,20,10,2,6,15,13,21,2
17,13,27,22,24,11,32,12,19
12,37,20,18,2,7,27,32,3
37,4,22,19,21,12,8,11,20
26,25,31,28,5,15,17,10,13
21,20,10,28,3,30,22,8,25
30,33,11,15,25,23,12,20,21
31,10,2,1,1,5,34,21,9
14,7,12,7,30,19,11,19,1
4,25,13,18,24,19,26,32,22
6,8,19,34,11,28,17,25,20
7,21,16,31,19,8,1,23,24
30,30,24,34,6,8,20,29,14
32,36,1,28,22,27,1,22,18
13,12,18,27,28,3,12,29,4
34,28,31,11,17,34,27,31,6
35,26,23,26,5,34,30,23,26
24,27,3,21,19,3,14,20,13
27,32,19,27,4,14,1,19,9
14,35,17,4,25,15,23,11,11
13,11,29,9,23,15,32,3,12
24,2,9,8,6,28,7,28,21
28,14,9,5,12,20,1,20,23
8,4,28,25,30,29,16,18,9
15,15,22,9,3,27,13,16,10
22,2,2,4,17,21,22,4,1
1,35,4,27,25,27,3,4,19
16,23,17,5,4,19,31,6,14
39,30,13,24,26,32,6,16,9
22,13,34,12,25,4,9,21,8
18,9,22,18,29,22,8,24,2
25,4,10,23,31,5,32,10,4
17,32,6,5,7,27,30,21,26
11,8,33,2,10,17,17,33,6
23,4,20,4,25,26,26,4,3
30,39,22,32,28,25,8,8,21
38,12,14,28,7,8,25,16,14
35,1,29,20,28,2,22,1,6
24,6,30,1,23,15,15,23,19
23,9,32,25,24,33,15,34,23
27,15,9,3,10,11,15,16,1
22,24,16,24,25,21,11,1,7
30,36,33,8,18,31,28,29,10
38,22,15,14,6,10,29,14,17
20,24,16,13,5,14,10,5,14
27,35,22,31,2,19,28,1,4
2,24,6,17,17,31,8,20,20
32,11,22,34,24,17,20,6,22
29,30,23,28,33,32,1,22,14
12,10,27,24,23,11,15,15,6
1,16,2,27,11,10,22,3,3
37,2,7,18,31,26,10,5,3
28,24,8,29,28,25,23,12,11
1,38,31,11,13,24,15,15,24
38,35,5,10,4,19,17,4,13
21,7,10,34,10,27,23,4,20
28,27,31,22,4,33,14,16,7
31,17,3,6,1,22,34,34,2
5,1,3,33,4,18,32,5,25
38,21,26,4,16,27,5,29,11
28,36,7,9,8,26,7,20,20
12,22,21,1,24,26,16,29,7
14,24,34,27,31,6,29,23,11
18,10,22,20,23,29,21,2,5
4,28,4,30,13,8,29,29,10
9,25,24,25,17,18,24,14,5
8,10,21,18,15,13,12,30,5
10,14,31,32,27,7,31,29,12
3,11,28,13,7,26,29,29,2
25,12,8,17,12,23,3,13,2
27,20,22,14,9,4,19,18,15
31,9,30,34,14,20,7,26,18
1,25,2,14,11,11,5,31,21
33,15,6,4,26,21,28,24,5
3,38,14,29,7,10,12,16,21
10,4,15,4,28,31,19,10,21
27,39,15,20,23,24,30,5,11
13,2,24,8,32,10,11,9,12
9,33,28,15,9,8,26,21,16
36,34,10,5,34,33,25,24,8
11,29,13,4,9,23,20,31,7
2,23,7,25,4,28,16,5,10
33,6,22,1,15,30,26,31,17
31,18,18,26,14,26,4,27,5
30,19,19,13,5,14,24,27,18
14,23,5,26,29,11,18,22,9
21,16,4,34,7,20,23,3,19
24,8,1,14,13,28,10,27,13
14,10,6,31,34,19,4,20,16
15,21,25,24,34,12,19,29,24
19,36,17,34,23,33,22,2,22
16,36,31,26,7,12,16,4,16
1,17,22,7,14,28,28,30,12
23,5,17,3,20,9,9,28,11
3,14,16,13,23,20,32,31,20
18,3,1,13,1,29,21,1,7
2,21,12,12,8,2,28,19,13
27,18,20,18,7,23,29,8,20
9,27,7,10,8,7,18,27,2
24,18,28,14,12,8,19,7,23
13,36,20,18,12,3,27,5,22
39,2,17,15,12,22,7,9,4
18,3,18,33,28,20,31,31,10
7,30,23,19,30,34,26,16,15
7,38,10,18,19,30,33,16,13
29,20,30,22,25,12,6,27,10
19,29,30,17,28,30,20,2,12
4,11,34,29,26,33,13,17,9
39,29,10,2,34,28,32,33,8
29,19,10,13,8,9,1,33,11
21,21,18,13,17,20,3,2,3
28,23,1,3,29,12,5,16,7
5,9,34,11,8,12,22,29,24
19,35,15,22,32,12,32,28,5
7,33,1,18,4,10,4,8,15
21,27,2,17,24,30,20,23,7
21,5,17,33,4,12,10,23,16
36,26,17,26,5,10,7,5,9
11,12,28,23,10,17,30,9,17
6,2,16,13,21,24,26,23,19
38,21,24,29,5,17,27,13,8
22,35,29,32,21,12,15,27,14
20,26,6,15,26,33,30,8,22
13,18,11,11,2,3,9,20,25
2,1,18,20,24,31,20,33,8
17,25,12,18,34,11,22,18,17
1,35,8,30,6,24,31,9,22
19,21,21,1,26,22,20,29,21
23,21,14,8,25,31,23,9,10
1,30,28,29,7,21,24,31,8
4,18,30,22,13,33,3,19,24
6,26,22,21,15,17,18,26,1
34,14,11,4,33,24,2,8,19
14,35,2,17,2,13,19,20,24
3,27,33,3,5,3,19,27,18
20,5,2,11,28,3,33,28,25
11,36,4,10,26,20,15,6,17
17,21,33,27,17,23,31,21,4
35,12,24,11,14,30,17,6,15
13,11,10,28,4,18,18,20,15
33,30,7,32,23,26,32,12,23
5,3,27,17,14,13,21,34,11
36,3,8,11,26,12,24,9,25
29,37,5,9,1,25,15,18,1
21,31,19,9,33,1,27,17,21
31,32,18,28,31,2,24,28,24
38,1,17,12,6,30,26,18,1
36,16,1,8,21,27,18,5,4
18,20,4,11,15,22,29,10,6
28,23,5,34,13,12,20,32,9
21,19,6,22,1,13,31,32,21
23,24,9,23,32,34,16,26,14
35,9,1,33,2,26,14,11,14
6,19,32,21,9,10,26,31,18
17,30,9,2,9,7,11,30,25
31,37,8,7,3,18,7,4,15
14,10,11,13,17,5,32,11,25
30,39,12,30,16,10,34,15,1
1,24,31,25,26,15,4,3,7
34,33,22,26,3,17,6,34,8
6,30,31,13,9,17,2,13,24
12,9,16,12,31,29,14,33,3
34,20,22,5,1,2,32,17,11
11,38,31,13,29,4,30,6,10
37,33,3,16,32,8,5,27,25
29,24,33,2,15,11,6,9,17
24,10,22,26,33,10,34,5,13
19,30,14,16,20,5,25,7,19
11,28,5,30,7,17,13,4,4
3,18,24,15,31,4,32,11,24
23,29,20,12,11,11,6,17,23
3,12,6,17,29,17,3,9,24
9,38,8,27,21,32,2,2,24
18,34,25,24,7,14,28,33,9
33,39,26,2,2,34,27,27,22
11,30,24,17,12,33,7,6,14
18,31,18,16,18,34,32,15,11
17,19,14,28,23,2,32,14,13
18,7,21,7,33,29,13,23,10
3,36,7,13,4,13,32,2,18
2,1,1,28,14,19,6,3,15
14,36,24,14,24,12,10,30,6
26,36,21,1,2,17,18,34,12
37,27,4,24,4,4,13,9,5
29,2,23,30,33,18,18,23,25
31,8,28,16,8,9,19,2,12
7,29,1,10,32,11,18,32,5
36,14,30,28,9,32,33,30,3
15,12,20,11,19,20,12,25,16
1,34,5,7,21,12,33,7,7
27,37,9,34,3,12,3,4,21
34,11,6,33,26,25,14,14,22
6,35,29,19,13,16,29,32,14
38,38,29,5,15,26,15,10,9
13,4,7,9,5,6,26,26,1
