19,38,5,19,32,33,28,19,26,31,22,8,24,9,11,26,12
3,4,21,28,19,16,28,18,23,6,4,2,25,25,3,34,3
10,36,30,12,19,12,22,13,14,1,22,8,24,27,3,13,8
25,36,21,19,26,4,23,21,16,17,20,13,20,10,4,32,5
9,6,11,3,13,22,3,27,6,10,14,4,31,17,20,8,6
25,13,27,34,20,20,38,26,20,11,21,13,5,24,6,32,7
29,5,25,6,18,2,14,22,12,31,31,29,19,24,23,33,13
25,17,19,20,29,4,5,22,18,3,7,12,7,18,27,10,13
9,8,20,23,15,5,37,27,24,15,3,21,12,33,17,21,11
28,3,3,39,35,21,39,21,26,24,26,11,18,3,17,4,12
10,38,20,37,12,38,29,29,12,3,18,5,20,6,27,33,3
27,4,12,6,17,30,22,19,30,8,21,15,17,7,9,12,9
6,37,23,19,25,6,24,17,16,8,3,15,2,31,7,13,11
38,14,23,10,19,13,35,9,19,30,23,20,21,28,20,13,5
32,21,36,1,15,37,24,1,32,33,8,34,26,17,16,5,8
4,14,19,2,31,39,3,29,11,25,9,20,34,24,7,4,12
27,22,34,18,34,24,26,14,7,20,22,2,25,17,15,20,11
35,32,38,17,4,35,36,6,13,22,18,12,10,9,17,31,7
14,15,28,11,38,28,1,32,17,28,19,22,23,23,14,18,2
17,6,12,23,27,10,37,14,28,29,5,10,34,9,27,30,5
37,27,38,34,36,34,9,19,22,4,27,19,8,6,18,11,2
24,19,38,25,13,15,17,17,22,13,11,6,1,18,11,23,6
34,19,29,9,32,16,38,20,26,26,34,15,28,8,22,14,5
4,4,37,3,33,4,35,21,6,3,31,21,12,17,5,17,7
19,39,29,27,20,28,30,18,2,27,33,5,19,11,34,28,11
33,4,38,1,12,15,21,17,30,5,18,16,9,3,4,18,10
9,1,9,15,8,33,29,11,18,34,7,27,24,17,1,28,11
19,6,16,33,30,27,26,22,26,19,29,13,33,19,33,4,10
26,11,21,1,9,16,15,2,26,3,19,13,9,13,2,25,8
38,28,3,18,30,8,19,7,24,26,9,10,12,4,6,29,9
36,33,34,6,9,17,36,6,20,32,8,4,10,21,6,4,2
26,7,24,36,15,17,30,9,17,17,7,34,32,34,30,26,11
19,13,34,2,35,32,9,21,6,9,2,2,21,4,29,34,10
8,6,3,19,2,4,25,20,27,10,12,14,8,13,9,29,2
1,6,9,18,5,4,1,26,6,18,23,7,24,9,34,9,7
28,8,27,9,37,26,18,15,17,23,3,25,15,1,8,15,4
10,17,32,7,36,35,32,3,2,6,10,11,21,18,10,8,11
24,13,3,22,36,31,23,31,3,9,4,12,32,20,25,4,13
3,28,22,16,34,8,21,13,19,18,21,25,31,34,21,7,10
38,4,13,4,4,5,23,23,7,2,12,6,12,33,17,7,5
32,24,34,38,10,31,9,12,30,34,25,24,3,13,20,9,6
3,34,35,21,25,14,12,3,32,8,17,5,32,19,7,19,5
13,20,21,21,24,34,21,15,16,32,2,2,13,12,17,10,5
18,8,15,22,39,34,17,18,16,21,29,9,24,9,24,18,4
16,10,22,39,22,25,11,19,34,12,23,25,7,7,7,2,8
36,26,9,23,9,18,33,5,30,18,34,1,33,25,2,26,8
17,39,22,21,8,20,33,23,4,31,34,13,8,34,13,6,6
6,29,21,17,11,11,6,14,19,7,34,9,14,32,26,18,8
35,26,4,38,15,28,21,3,14,7,9,28,31,33,18,21,7
23,10,37,22,13,13,13,33,24,17,32,8,24,2,15,3,13
24,10,15,1,15,18,30,32,16,17,8,4,4,33,22,30,4
4,16,13,27,38,36,15,7,20,30,28,29,9,2,12,13,8
20,15,29,9,29,27,18,7,14,9,20,5,24,7,24,8,7
26,36,2,26,28,28,1,10,2,22,15,33,20,25,5,15,6
12,6,14,36,3,31,17,7,5,15,1,10,2,10,16,21,1
35,3,32,10,21,26,36,30,19,32,6,8,16,9,22,17,1
23,22,32,37,26,35,36,22,32,3,9,2,15,15,22,18,10
33,37,35,28,30,24,38,6,22,26,24,9,4,19,28,27,9
12,33,3,28,21,3,31,24,23,8,28,32,21,29,3,15,10
20,15,26,37,26,5,18,32,16,32,25,7,13,9,26,23,2
16,9,24,8,25,1,9,23,10,6,6,19,31,33,2,15,8
19,15,21,8,13,2,30,21,23,19,33,8,18,32,22,27,2
21,3,33,14,12,28,31,25,4,29,21,1,3,14,34,11,4
12,16,1,3,23,21,21,30,24,9,23,12,9,19,18,27,11
30,39,4,28,14,21,35,32,5,19,24,26,21,21,15,31,7
24,39,16,35,7,1,4,2,12,13,7,13,24,3,9,31,10
23,28,9,3,11,4,18,21,33,23,32,6,23,15,34,12,11
26,24,20,21,33,8,13,16,16,5,18,33,8,26,9,22,2
33,2,10,29,36,13,38,29,11,20,21,25,26,11,3,16,10
23,15,30,11,7,5,21,29,19,12,28,15,27,26,29,4,13
28,39,20,30,19,34,1,12,16,33,33,33,34,7,13,17,7
38,20,30,9,39,20,2,13,25,13,22,21,3,10,11,6,9
39,39,27,37,20,8,35,22,30,14,17,29,26,25,8,6,1
18,19,11,10,34,29,15,15,6,34,21,2,21,32,29,18,8
26,8,5,30,28,15,34,4,21,2,25,17,7,11,33,25,6
28,5,15,37,2,27,15,12,26,4,28,3,2,12,7,19,3
36,39,3,13,20,4,36,11,2,23,33,7,13,6,14,5,1
17,35,28,13,34,28,34,18,33,13,17,8,18,11,31,24,10
1,12,13,4,17,26,20,23,3,15,18,12,6,3,8,5,10
2,29,15,9,6,6,1,19,12,2,4,1,1,18,11,18,12
4,21,17,5,10,34,13,7,10,17,22,14,7,29,29,15,1
9,39,28,25,17,37,25,23,23,14,16,16,28,5,15,24,6
1,10,33,2,38,4,22,31,4,22,5,10,9,12,9,26,2
19,6,7,14,20,20,1,9,33,19,3,14,26,2,12,24,4
35,26,36,14,18,10,19,10,26,13,6,26,30,15,9,18,4
20,23,31,26,15,12,21,23,5,31,9,12,13,16,33,29,4
20,37,39,25,8,32,24,11,21,32,31,11,9,30,25,31,12
20,23,28,4,4,31,36,16,28,3,24,7,7,14,22,34,13
39,8,21,14,31,31,36,15,18,25,19,8,9,15,1,25,2
33,15,9,19,20,4,35,25,22,23,15,3,5,1,11,6,5
5,12,35,8,34,9,19,12,30,14,25,14,28,34,31,31,3
31,32,20,1,14,33,24,32,22,22,13,5,13,33,9,2,3
5,4,25,33,20,32,10,6,1,11,30,7,7,27,16,14,3
31,19,9,23,35,26,25,28,4,33,28,33,27,8,26,26,7
39,3,20,10,31,13,35,25,22,6,1,25,6,28,19,11,11
16,29,28,4,28,36,4,18,24,13,28,3,26,26,33,32,7
12,39,28,24,16,34,11,10,17,12,23,4,18,24,24,3,10
6,36,28,19,24,16,19,14,32,22,31,12,7,30,31,7,13
32,32,8,36,33,2,21,6,3,26,25,1,30,11,2,3,8
14,9,22,33,32,12,32,33,2,4,20,15,12,6,22,28,7
34,4,22,28,31,28,30,30,12,20,13,6,28,33,10,33,1
1,1,22,34,7,12,32,29,1,9,9,13,23,28,6,28,3
4,26,7,35,5,22,15,17,7,20,34,9,1,18,20,29,9
7,29,19,4,13,39,19,21,4,27,33,24,12,28,20,4,11
17,38,1,30,8,37,37,30,10,1,21,17,4,27,34,11,7
17,25,26,29,8,2,2,13,26,17,21,7,8,33,29,29,3
36,14,37,29,31,18,16,14,22,24,24,27,18,31,9,31,3
23,22,4,7,24,5,39,30,27,1,34,6,18,3,32,6,4
30,31,17,32,3,19,34,3,18,5,29,30,33,30,14,12,5
4,17,31,3,28,29,20,10,29,32,16,18,2,34,22,12,10
15,7,4,36,33,5,33,23,12,13,18,34,33,21,13,24,3
2,28,26,16,26,31,9,14,18,17,9,2,2,8,30,25,10
33,15,1,1,12,10,4,31,21,1,34,5,15,26,16,25,11
28,16,4,8,31,24,24,11,16,11,12,22,30,8,22,8,7
28,17,15,28,8,17,20,29,6,31,17,26,13,25,2,14,2
13,12,18,11,9,25,21,5,21,3,19,14,18,21,19,21,1
30,38,15,28,2,30,13,9,33,11,3,2,16,28,33,32,5
25,11,15,17,33,19,39,4,4,28,32,20,14,25,25,21,5
21,4,2,32,11,31,9,15,28,10,18,9,33,17,3,33,13
38,4,18,20,16,4,8,32,11,26,26,18,17,1,13,29,12
32,31,35,5,20,16,11,26,23,25,22,13,5,29,31,32,7
15,15,9,24,29,1,14,7,8,32,18,31,2,28,17,31,3
11,11,30,17,19,5,31,20,15,1,16,13,11,17,2,5,4
33,5,29,4,35,18,9,6,2,5,28,9,26,7,27,1,2
24,7,34,6,9,35,19,6,3,25,14,23,33,20,30,26,1
31,21,6,5,38,15,11,15,11,33,34,2,26,8,5,24,1
26,10,24,9,1,15,9,15,6,14,14,14,30,31,14,16,12
10,31,34,29,9,39,10,9,17,11,33,20,6,5,22,26,4
11,39,18,24,15,37,36,25,22,15,12,10,8,14,11,18,2
22,9,25,7,31,34,39,1,34,18,24,26,16,19,32,21,9
23,31,22,25,15,32,3,31,32,10,3,17,1,29,30,15,8
9,11,39,31,29,21,3,28,14,7,28,10,20,9,23,22,6
36,30,20,10,9,9,37,26,15,19,8,4,20,32,6,7,11
29,8,15,34,9,6,21,23,3,29,2,3,14,18,4,6,5
11,28,17,29,1,23,4,32,20,28,8,23,21,10,30,3,9
8,10,39,18,10,1,33,28,33,28,30,25,10,5,12,24,12
2,27,32,39,39,4,4,20,25,6,26,16,1,17,10,15,12
1,8,10,12,26,29,30,4,25,7,6,15,17,7,20,15,12
10,38,38,28,16,26,20,3,32,13,26,23,33,8,3,18,6
17,29,22,26,28,10,11,22,13,32,10,12,19,6,12,31,12
27,21,32,3,35,1,7,15,5,32,11,11,25,8,7,27,7
22,37,33,9,35,10,18,16,33,9,31,10,30,3,33,27,10
2,21,32,33,29,11,5,20,1,2,31,28,26,19,10,30,3
23,5,23,24,8,34,5,19,4,11,21,20,30,10,9,9,3
24,12,5,18,8,15,23,24,17,27,9,29,5,11,13,10,11
3,29,16,30,16,28,15,14,1,25,7,26,10,9,30,30,2
8,27,39,14,22,36,23,12,15,31,21,27,19,11,24,4,3
11,32,31,29,39,28,23,34,20,2,12,12,30,13,24,9,11
3,5,1,18,6,20,18,21,32,34,30,3,32,6,22,18,6
13,30,20,14,18,15,15,26,30,22,16,25,8,29,4,17,2
9,4,5,17,37,35,36,26,11,17,16,13,17,29,2,22,13
10,4,37,31,35,7,11,2,13,9,21,6,2,18,22,28,8
29,36,21,20,29,3,9,27,31,26,34,10,19,24,21,27,13
19,33,19,22,7,30,5,32,31,15,22,16,14,15,25,34,12
30,16,2,12,29,13,26,14,16,12,4,20,9,29,21,32,7
35,6,10,19,17,33,36,25,7,22,5,22,27,4,2,5,6
22,34,32,28,11,38,11,6,19,2,32,5,13,19,31,1,7
33,31,12,36,31,8,26,3,14,2,20,16,31,9,8,8,4
6,37,38,18,8,35,1,19,24,14,30,26,30,32,30,21,3
16,10,14,37,31,22,7,23,9,12,26,22,30,16,8,16,5
9,19,25,11,39,29,34,7,26,23,15,8,27,26,10,6,10
12,5,3,38,23,37,23,28,20,23,8,16,26,32,19,28,6
14,16,12,38,22,39,14,4,8,31,3,32,17,30,21,9,5
33,29,26,23,26,36,2,3,10,6,17,8,31,30,16,16,12
6,38,31,29,26,18,26,16,15,14,9,20,25,32,23,2,8
14,6,5,35,2,13,10,8,25,9,15,4,30,5,21,8,11
2,8,36,22,1,24,12,24,12,31,25,10,28,26,10,29,8
9,23,19,7,32,7,33,21,17,12,18,6,22,18,27,22,9
34,21,7,2,21,27,10,14,20,27,12,21,2,27,15,31,10
4,19,34,12,1,39,1,19,24,32,12,29,15,29,10,3,12
7,7,35,7,32,9,27,26,2,16,22,17,34,2,21,1,1
13,26,9,39,2,25,26,6,22,1,27,18,7,4,6,29,11
11,11,29,1,35,20,25,9,20,33,29,24,11,26,8,23,7
33,33,15,18,1,36,9,12,22,24,7,22,2,3,27,27,5
29,14,2,29,39,19,25,12,8,7,22,12,25,17,29,4,4
15,6,28,8,30,19,37,1,18,7,10,15,27,17,13,10,10
3,4,26,5,1,32,17,31,21,8,21,9,22,20,4,10,12
4,14,35,11,22,13,18,13,27,5,15,22,33,25,23,18,9
6,11,25,1,20,26,9,11,22,24,25,29,10,21,20,16,10
13,36,9,5,1,33,19,15,20,25,28,9,9,20,6,2,3
25,7,13,11,35,22,14,25,21,30,31,22,21,25,26,12,10
25,11,7,1,21,17,33,2,24,4,16,30,25,19,10,2,1
26,6,1,32,16,8,24,16,12,20,4,24,22,28,2,20,10
21,10,2,16,31,30,2,15,8,6,15,30,18,13,25,6,10
2,9,2,7,18,16,18,31,7,7,31,10,20,2,31,4,10
37,9,2,19,1,23,6,5,22,13,8,25,12,7,6,21,7
21,26,4,35,31,19,38,20,5,6,28,34,29,7,6,23,4
1,10,33,30,33,28,33,18,34,22,19,29,9,1,28,4,1
20,29,4,25,7,9,32,2,14,8,14,29,7,3,30,26,2
10,30,3,24,16,18,38,13,1,15,23,19,10,19,6,24,8
38,37,3,1,17,8,13,30,13,16,17,19,8,15,6,33,4
34,12,20,4,22,5,23,3,13,11,16,16,30,4,11,23,3
27,4,22,2,29,18,9,5,25,1,3,8,19,17,6,25,3
33,27,30,25,36,20,15,16,8,7,14,4,29,14,34,5,5
18,4,24,32,1,14,32,11,13,25,9,2,27,11,6,6,6
19,31,27,26,6,19,28,6,15,30,13,14,3,18,7,4,1
22,30,12,11,24,18,35,7,33,1,21,20,14,28,24,14,1
14,4,7,7,39,38,31,13,11,31,26,32,25,6,3,32,7
21,4,36,16,14,28,6,19,18,27,6,2,13,5,18,3,13
14,20,39,2,37,38,26,12,33,3,22,22,6,34,34,2,6
22,15,19,31,12,20,23,33,17,7,7,12,34,31,4,21,1
21,27,26,30,12,29,2,18,8,4,12,27,34,25,28,14,9
14,39,34,7,23,6,30,9,12,23,22,8,4,32,8,32,5
13,31,30,3,26,32,22,4,27,21,13,17,16,8,5,12,12
22,35,20,23,22,9,8,15,28,32,30,33,16,9,13,29,11
17,30,2,31,35,4,11,1,29,27,29,20,33,21,32,2,1
23,21,21,13,1,14,33,23,18,21,27,2,10,34,9,6,5
19,1,3,32,31,36,14,10,11,34,4,10,2,9,8,28,11
20,19,14,11,4,27,5,31,32,25,22,2,33,15,4,12,13
23,6,8,23,25,7,34,15,12,16,18,22,28,28,34,3,12
7,30,39,15,34,9,4,30,23,16,20,14,11,34,8,10,9
10,19,32,25,23,1,8,28,12,15,24,30,18,29,19,29,2
18,35,11,3,32,16,9,11,25,9,12,32,24,26,27,18,2
15,37,1,39,14,32,18,27,16,10,14,3,6,7,28,32,8
27,31,16,38,6,12,2,7,29,11,27,10,19,6,9,8,1
4,13,28,25,12,22,9,12,16,24,25,4,23,33,4,33,7
22,16,5,31,14,30,38,29,19,23,7,14,9,30,33,2,10
29,13,31,26,7,26,9,33,20,23,34,4,16,34,4,30,6
35,35,29,1,29,4,3,20,16,6,3,10,12,1,2,28,11
23,11,38,34,19,1,2,27,4,22,33,3,5,4,29,28,11
10,34,18,26,23,25,29,4,19,28,4,12,27,33,22,21,9
36,31,37,31,35,8,13,18,7,15,5,26,20,4,33,15,6
38,17,32,6,1,12,10,5,27,24,14,4,4,17,14,14,4
1,23,23,11,37,39,23,8,1,7,30,5,30,29,28,21,7
10,37,11,14,13,21,17,32,16,30,20,34,5,12,5,23,12
33,14,27,9,24,9,14,33,5,20,33,20,7,10,24,7,3
17,9,13,34,37,6,20,27,2,13,22,5,30,29,33,10,10
19,25,19,13,19,2,26,16,7,26,9,6,34,14,20,15,5
27,23,10,17,37,38,33,27,8,20,3,29,9,30,5,28,7
22,39,36,16,27,33,5,27,8,31,32,34,17,16,24,12,8
25,36,8,34,1,4,20,24,15,19,24,10,31,16,26,17,12
13,39,21,28,22,33,25,10,13,28,4,30,19,24,9,31,3
25,34,11,35,24,32,39,15,6,2,33,31,32,9,15,4,8
36,24,19,15,8,24,18,7,16,19,14,33,7,11,16,11,10
24,32,12,32,19,13,24,33,1,32,17,23,9,17,27,32,8
38,1,2,10,16,30,38,6,28,14,19,33,25,2,10,13,9
31,20,38,22,21,31,32,26,5,34,8,19,15,4,31,28,11
6,8,2,31,36,24,24,1,11,30,34,27,21,31,14,29,6
6,4,26,25,39,37,4,29,5,21,27,30,6,8,32,34,7
9,9,37,35,20,7,3,3,32,22,6,6,30,19,25,19,9
2,23,37,12,12,5,30,19,9,15,29,29,7,16,27,27,7
36,33,19,23,34,39,18,31,6,16,16,23,31,1,34,8,3
23,32,26,1,6,1,2,15,4,5,3,28,6,28,19,2,12
19,31,3,9,22,24,30,15,14,28,13,34,2,15,3,9,1
9,17,36,3,3,6,30,7,19,6,14,26,26,31,18,17,2
26,23,35,26,25,17,6,3,24,15,3,24,30,5,29,13,8
26,30,36,17,29,25,19,30,32,34,10,21,5,4,9,15,10
18,37,27,35,22,6,37,16,26,34,11,23,34,7,17,9,7
20,36,13,25,31,11,35,22,22,22,28,23,34,16,14,3,5
18,12,25,29,22,33,28,14,6,29,24,23,31,3,23,31,1
10,10,19,14,37,34,22,29,22,3,25,2,32,13,13,1,1
4,1,22,33,13,9,19,8,17,19,33,4,20,12,28,9,9
7,12,22,36,16,32,3,7,26,18,4,24,9,23,20,29,5
2,32,12,39,23,23,28,27,8,2,8,28,18,6,26,20,6
3,8,10,12,20,11,28,32,16,21,9,33,22,4,1,14,13
15,31,22,22,26,15,39,10,27,21,2,13,11,2,23,33,1
8,12,35,32,15,23,25,7,8,12,33,11,10,3,22,31,5
39,2,28,30,8,3,20,34,16,24,18,20,21,23,22,10,3
5,20,33,26,17,2,34,8,33,9,33,7,10,3,14,18,3
27,28,8,16,8,35,34,30,29,30,20,17,17,23,25,13,12
16,35,37,19,9,34,17,5,8,11,28,13,26,23,23,17,9
1,13,17,33,13,23,32,26,26,11,20,10,23,32,7,3,5
36,2,1,3,13,22,4,34,8,22,7,20,15,31,23,10,3
26,28,23,13,1,34,25,3,12,7,2,23,30,10,31,6,8
32,14,33,2,1,27,7,19,24,25,11,34,11,8,10,15,11
8,35,9,12,27,4,30,12,32,24,34,5,12,17,4,28,7
17,39,24,35,29,37,26,11,3,31,3,18,30,17,7,4,12
4,4,24,2,30,2,25,12,34,24,24,22,13,19,30,1,2
37,6,1,33,36,6,31,8,24,7,13,16,14,17,12,20,11
23,12,4,34,1,1,32,27,7,10,3,17,25,17,16,21,7
24,28,27,10,39,38,23,32,18,19,16,10,30,25,11,3,4
22,5,8,11,24,4,20,10,15,31,15,28,28,6,30,32,9
1,28,3,29,1,34,34,14,33,4,8,24,11,2,22,29,3
1,23,3,18,28,7,8,23,17,14,16,30,22,31,6,29,8
31,35,16,19,29,20,31,13,7,13,8,30,9,20,3,6,4
13,14,6,16,18,7,22,31,6,12,21,19,34,23,5,23,8
31,18,23,20,12,8,8,8,16,10,32,34,22,11,25,30,6
38,16,19,34,3,29,22,12,11,7,28,7,13,27,26,11,5
7,38,17,33,17,17,15,21,30,19,3,2,2,22,23,11,1
13,17,38,32,16,4,12,33,18,14,7,11,8,7,2,32,7
28,30,33,9,6,31,19,9,24,3,10,2,2,28,25,30,7
18,12,26,19,6,2,29,22,14,15,14,18,25,5,26,14,7
24,2,19,4,33,25,38,28,23,22,34,17,4,16,16,2,8
9,34,22,17,6,27,14,26,34,11,17,27,28,18,12,18,1
13,13,34,18,30,18,21,32,27,20,3,9,7,21,12,6,13
21,21,30,31,23,11,34,26,26,9,28,9,4,10,23,25,4
18,32,2,1,13,29,1,29,16,3,14,32,17,5,17,13,10
37,39,7,19,2,28,28,13,25,25,16,23,20,28,28,20,3
27,12,8,10,29,17,34,23,2,18,27,24,24,24,10,20,7
33,11,34,4,16,33,17,23,6,2,8,13,21,10,21,15,5
8,15,4,10,11,38,21,8,13,23,10,24,29,33,24,15,11
2,14,16,9,3,4,39,6,33,28,2,7,1,1,20,32,4
9,25,35,30,12,31,8,34,8,25,2,8,11,11,12,5,12
6,8,6,8,22,30,39,34,6,7,12,3,13,30,13,23,9
7,31,21,13,25,15,17,16,11,21,32,14,8,15,15,3,8
13,9,31,13,39,28,28,31,4,33,26,27,1,14,14,30,9
22,36,18,29,17,12,24,28,13,19,30,33,2,3,17,4,11
12,30,13,31,28,32,30,10,20,13,30,12,34,7,25,18,7
10,14,20,32,13,9,36,15,20,27,31,16,22,31,22,5,12
19,12,23,5,20,37,2,13,11,7,5,8,27,32,19,16,2
7,37,25,19,30,18,9,23,20,25,8,16,30,13,2,26,11
32,12,28,20,3,28,11,3,30,24,31,3,13,10,21,12,6
16,8,21,33,29,5,17,21,30,3,3,22,19,15,12,28,4
21,28,22,25,24,27,12,22,8,21,23,5,8,3,2,15,1
35,35,2,19,13,30,22,31,24,32,25,21,30,13,16,19,3
37,14,24,1,30,7,29,8,16,6,9,33,6,7,33,6,10
13,34,28,31,14,35,24,32,30,31,12,34,5,3,18,4,11
33,34,21,7,29,17,23,5,16,32,15,5,5,10,2,32,2
14,2,7,16,21,12,29,28,20,10,11,5,15,34,17,32,3
8,31,17,14,28,27,12,13,13,29,5,6,32,28,28,19,4
29,34,29,15,37,17,33,30,29,13,31,4,25,33,26,8,10
20,19,3,9,1,36,38,1,2,25,10,29,24,28,33,4,4
33,26,25,13,34,30,20,8,5,33,18,2,3,6,5,24,8
27,20,9,25,37,29,14,14,17,16,18,34,20,28,22,13,5
4,13,16,38,15,37,29,10,27,23,10,28,11,10,16,18,13
39,7,30,30,15,33,33,26,28,29,21,29,32,25,28,20,7
38,30,31,23,34,7,2,27,7,34,8,27,5,19,13,11,12
18,20,28,20,26,21,37,25,4,12,1,26,3,10,17,33,3
13,33,25,22,37,6,20,22,25,27,21,16,31,30,20,3,10
20,8,14,16,16,5,16,26,29,15,11,5,2,7,20,29,9
17,5,12,8,18,4,22,11,5,15,2,8,15,3,29,20,11
3,37,15,1,16,24,8,3,5,29,17,4,8,2,27,11,3
14,2,1,6,21,6,15,17,3,13,18,12,3,33,18,28,9
34,8,27,39,20,16,23,33,5,30,11,21,23,24,29,4,13
36,10,13,15,35,29,18,26,34,21,20,18,30,20,5,20,2
36,13,15,36,35,22,26,17,10,14,1,18,15,3,6,19,11
17,9,6,15,26,25,2,1,9,30,7,8,17,26,6,8,2
38,35,20,10,19,7,25,3,22,23,19,29,13,10,26,30,6
14,28,5,6,38,19,9,24,2,22,22,30,28,14,28,16,6
6,29,24,36,31,19,17,15,12,32,14,31,14,22,31,8,11
32,7,17,22,23,24,17,29,4,17,12,29,22,9,5,18,5
23,23,36,29,4,25,28,22,26,2,13,26,17,3,3,29,2
15,27,21,12,7,37,12,6,5,25,9,33,18,11,19,29,12
33,22,27,2,22,3,14,2,31,26,29,11,32,34,22,30,12
21,22,26,2,2,21,29,5,15,6,11,15,14,9,21,34,8
19,23,30,11,26,2,23,22,8,9,11,9,23,29,31,12,11
1,11,28,17,2,4,16,25,23,11,14,3,26,1,18,20,4
16,1,12,5,9,9,24,33,33,25,15,17,12,10,13,19,1
20,32,39,8,2,15,16,32,20,28,31,1,4,6,30,30,1
35,4,13,31,27,32,2,29,33,12,13,32,26,6,24,1,6
35,23,13,3,19,27,21,18,33,11,22,33,32,33,20,3,13
1,26,2,11,2,27,34,9,33,10,4,28,8,16,21,22,2
8,31,21,13,9,39,17,8,31,21,6,34,13,30,31,24,2
3,31,30,9,9,26,34,2,10,29,10,13,26,33,33,23,5
18,18,24,18,27,22,33,19,17,3,28,11,10,17,19,25,11
5,24,31,35,39,5,19,11,31,31,18,27,20,21,5,34,12
4,23,25,37,24,29,1,1,32,6,24,5,16,10,17,23,4
20,3,13,10,18,38,35,12,14,22,2,12,11,8,1,4,2
16,2,23,2,10,33,14,8,25,29,6,12,27,21,18,28,7
13,17,39,32,14,35,20,6,13,24,15,19,6,4,29,1,8
11,32,37,38,20,5,3,23,14,29,11,4,21,16,12,34,5
25,9,21,22,12,34,9,22,7,4,10,31,14,14,6,1,13
10,38,35,16,22,24,11,4,2,14,24,34,9,16,32,8,5
8,6,29,10,12,9,12,32,6,9,1,30,21,34,34,34,1
36,29,10,26,7,4,36,19,18,34,32,12,31,18,5,32,3
32,2,23,17,12,18,33,29,6,3,9,2,26,28,22,18,12
17,15,1,9,33,23,16,7,19,2,28,11,23,25,23,10,5
21,9,31,34,14,31,15,10,29,28,1,13,27,23,27,26,1
33,2,31,18,4,28,34,10,13,32,27,28,18,3,27,24,8
7,23,3,3,15,29,21,31,13,12,21,23,23,5,27,17,11
17,24,20,15,1,17,25,19,8,24,12,17,33,23,33,14,6
